customer_id,name,email,country,signup_date,processed_timestamp,signup_year,signup_month,signup_day,email_domain,data_source
f9a83436-0600-46a6-aef9-560f47ed62a3,Denise Gibson,nguyenjill@example.net,SAINT MARTIN,2020-09-05T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,9,5,example.net,batch_csv
52cc0156-1beb-49f8-9742-11f2cb901c37,Wanda Townsend,ahowell@example.net,ARMENIA,2022-02-22T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,2,22,example.net,batch_csv
b39c160f-13c9-496f-9aee-f48e8d4c91d3,Mackenzie Moore,ilivingston@example.net,AFGHANISTAN,2023-05-04T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,5,4,example.net,batch_csv
a05628ba-0668-490c-a31c-fc3cbfcf32fe,William Noble,kthompson@example.com,ERITREA,2022-12-03T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,12,3,example.com,batch_csv
ed284477-2d1a-4e16-8182-af6018518242,Daniel Baldwin,terry92@example.org,SAO TOME AND PRINCIPE,2023-01-05T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,1,5,example.org,batch_csv
4fbbec0e-97ad-4a89-aa41-16aa1beb0a8a,Natasha Edwards,james41@example.net,BRITISH VIRGIN ISLANDS,2023-06-09T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,6,9,example.net,batch_csv
931bd8ed-8195-47f4-b27a-759b68ea582f,Christopher Allen,katherine26@example.org,PALAU,2021-09-06T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,9,6,example.org,batch_csv
c309611d-62e5-454a-87ff-310b0d589773,Mark Chan,kristigarcia@example.com,BOUVET ISLAND (BOUVETOYA),2022-07-12T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,7,12,example.com,batch_csv
3d8c785f-5c6b-4c31-b424-7ab40833efcd,Jessica Harper,shelly16@example.com,LESOTHO,2023-01-19T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,1,19,example.com,batch_csv
e30f9dee-32e7-43de-827a-cfccf49501ab,Patty Brady,zbrown@example.org,KIRIBATI,2020-07-25T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,7,25,example.org,batch_csv
cc3bb76b-5663-41e9-a1fe-917d4f2ef44b,Vincent Morgan,mclark@example.com,NORWAY,2022-11-06T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,11,6,example.com,batch_csv
1f37fb22-140d-4a20-a498-1cf442ac841c,Donna Bruce,tnixon@example.com,KOREA,2021-09-27T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,9,27,example.com,batch_csv
e3935c90-ad53-4365-8a6f-8996303ed622,Elizabeth Walsh,gary20@example.org,LIBERIA,2024-08-07T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,8,7,example.org,batch_csv
3b761974-cb2c-46c3-aa1f-3d1b649d011c,Timothy Gray,harrisstacy@example.net,PHILIPPINES,2020-03-31T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,3,31,example.net,batch_csv
d6861fe5-d21a-4ab4-8dcc-ac04288255c4,Shannon Miller,uellis@example.org,GUADELOUPE,2021-09-25T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,9,25,example.org,batch_csv
4fb5b230-b3a3-40fd-8c9b-8456592ed2ae,Olivia Stone,wbriggs@example.net,BELGIUM,2020-12-09T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,12,9,example.net,batch_csv
999131da-c79f-408e-ade1-d0294278624d,Allison Cooper,janderson@example.org,MICRONESIA,2020-06-06T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,6,6,example.org,batch_csv
44534458-5682-4a3c-a557-d1ccb5959f17,Robert Smith,katieblair@example.org,BHUTAN,2021-07-29T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,7,29,example.org,batch_csv
8b5c39e1-24b1-49a6-9ec7-c9059d7226a0,Matthew Torres,jayrodriguez@example.com,COLOMBIA,2020-01-25T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,1,25,example.com,batch_csv
55b45bb5-d0c8-49d0-a154-29b4506b6fe2,Matthew Hull II,xcook@example.org,SAN MARINO,2023-03-26T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,3,26,example.org,batch_csv
d0dbb902-e179-46e6-ab5a-f618deb2a4d0,Dale Mcmillan,hkennedy@example.com,SOLOMON ISLANDS,2022-07-27T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,7,27,example.com,batch_csv
3bceff5a-105b-4cb0-8162-701d2b41f6a8,Eric Nunez,aguilarjames@example.org,BOSNIA AND HERZEGOVINA,2024-11-17T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,11,17,example.org,batch_csv
2cf71e6f-ddf0-4d31-aa6f-267989a23ee6,Kimberly Franklin,obailey@example.net,CAYMAN ISLANDS,2024-06-07T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,6,7,example.net,batch_csv
d186d8f6-3d80-48bc-8d7d-3fc578061e31,Erin Moore,robertfowler@example.net,CONGO,2023-05-05T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,5,5,example.net,batch_csv
2218ad29-2175-4d8b-9bfc-6aa4fdef0531,Timothy Young,sheri73@example.net,DENMARK,2021-06-30T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,6,30,example.net,batch_csv
e82a3bff-7efe-42f2-bc59-9a867951f1a1,John Short,stephanie41@example.org,MALI,2020-01-06T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,1,6,example.org,batch_csv
6098738f-2399-4415-93e5-4ffd80234614,Diana Brooks,hmorrison@example.com,MEXICO,2023-03-12T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,3,12,example.com,batch_csv
b5998869-a1c4-423c-9d7a-0ffe0ba9c959,Kiara Moss,linda12@example.net,SENEGAL,2024-04-19T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,4,19,example.net,batch_csv
1a51678a-0efd-4f37-a6cb-e14ce30a0f87,Jessica Thompson,djones@example.net,GERMANY,2024-11-25T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,11,25,example.net,batch_csv
2e5ead5a-79e7-4cc9-94f9-c7899676462c,Charles Moss,toddcarter@example.com,LUXEMBOURG,2021-09-14T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,9,14,example.com,batch_csv
e7a5f080-665a-43d1-b380-a96d1f00a394,Justin Santiago,adamdrake@example.net,MONTSERRAT,2025-02-25T00:00:00.000Z,2025-06-15T06:57:54.771Z,2025,2,25,example.net,batch_csv
d6506c89-d743-49fb-8892-d8ac8d236903,Monica Johnson,vbrown@example.net,BELARUS,2020-11-04T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,11,4,example.net,batch_csv
5a268f3e-4ee5-47af-8b84-31f0afce70c3,Paul Abbott,james35@example.org,SAN MARINO,2023-06-17T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,6,17,example.org,batch_csv
13124848-cd32-452c-a3d0-8cbb8baa9200,Johnny Jimenez,rgeorge@example.com,SAINT PIERRE AND MIQUELON,2022-11-27T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,11,27,example.com,batch_csv
7c580e1b-98f0-4e58-81a0-54bd11ffbfb0,Christopher Parker,birdtheresa@example.org,TOKELAU,2021-01-08T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,1,8,example.org,batch_csv
303d338f-2576-4a94-b9a5-3712ab4711da,Matthew Morris,uyu@example.org,SRI LANKA,2020-02-16T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,2,16,example.org,batch_csv
6e544275-c23e-43a8-9be7-b3bc8a1dd521,Sarah Grant,huangjoshua@example.com,HEARD ISLAND AND MCDONALD ISLANDS,2022-12-11T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,12,11,example.com,batch_csv
aa847c36-f714-46ba-81c3-7a16a1e75694,Erica Floyd,edward89@example.com,TRINIDAD AND TOBAGO,2023-07-29T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,7,29,example.com,batch_csv
02fb1064-67b7-43f4-821d-7456f6c901cf,Shannon Key,patrick31@example.org,CHINA,2021-11-18T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,11,18,example.org,batch_csv
07133b73-3d29-49da-8faa-91e5b535628d,Amy Herman,jchambers@example.com,PERU,2021-07-18T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,7,18,example.com,batch_csv
ca558b22-85bd-451b-8064-13680f7b6b4f,Ricardo Davis,jeffreydiaz@example.org,MALI,2023-01-24T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,1,24,example.org,batch_csv
3cc34daf-3f81-4832-ba80-c0ba83d4ae36,Lisa Jackson,hmadden@example.net,MALI,2020-05-29T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,5,29,example.net,batch_csv
c47e82f2-6512-4703-a278-d8e591fdd5a5,Bill Carter,rickypratt@example.com,UNITED STATES VIRGIN ISLANDS,2022-05-20T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,5,20,example.com,batch_csv
2a2e45a8-4397-4627-b969-f29c911a9a6a,Tammie Nelson,mtorres@example.org,SERBIA,2022-12-28T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,12,28,example.org,batch_csv
4643f1bd-54f2-40fc-8180-5302ea2bbe4f,David Thompson,christopherbowen@example.org,KIRIBATI,2024-03-13T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,3,13,example.org,batch_csv
4807645f-3ef1-4b9e-b362-17a8c9be375a,Paul Marks,jgardner@example.net,JERSEY,2021-01-16T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,1,16,example.net,batch_csv
a235d487-6d5d-4158-a2e6-e62ba0825f55,Nicole Maldonado,rachelbailey@example.org,MALAWI,2023-12-07T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,12,7,example.org,batch_csv
589170aa-4b62-4443-a082-b5c36dcdafd1,Phillip Lang,john74@example.org,TUVALU,2024-05-19T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,5,19,example.org,batch_csv
7d95231f-bd15-4b8b-85df-3056ed4f7f01,Xavier Short,dawn21@example.com,FALKLAND ISLANDS (MALVINAS),2024-03-25T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,3,25,example.com,batch_csv
9d9f522e-f37d-4fc8-ab1c-20d6b53049fc,David Thornton,nathan20@example.net,PARAGUAY,2020-02-06T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,2,6,example.net,batch_csv
439506f8-b79f-48a7-b043-f9e8b961a1b0,Brandy Monroe,kentdavid@example.net,COSTA RICA,2022-05-27T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,5,27,example.net,batch_csv
6b664b48-8556-4873-a2f9-02cbf2c9cf46,Stephanie Parsons,blopez@example.com,TURKEY,2022-02-09T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,2,9,example.com,batch_csv
15810907-1299-4d35-9321-d601e276a98f,Dylan Williamson,shirley55@example.com,MOLDOVA,2022-09-06T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,9,6,example.com,batch_csv
fda2ebe6-0fa6-4234-9dcf-b2c10f8f0838,Brett Rogers,riggschelsey@example.net,INDIA,2020-10-30T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,10,30,example.net,batch_csv
4216b33c-7600-4b80-a37b-887bb78f2c2f,James Bennett,xbarron@example.net,SAINT BARTHELEMY,2024-09-19T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,9,19,example.net,batch_csv
04cfa583-7550-4d76-bccd-4bac33b7179c,Karen Peterson,ohernandez@example.net,FRANCE,2021-07-09T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,7,9,example.net,batch_csv
e2666755-fae6-4463-b370-55f63e0e2a30,Jason Tyler,robert43@example.org,SAINT LUCIA,2022-12-26T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,12,26,example.org,batch_csv
c0158890-3553-4c40-8955-ed1750e4b46a,Lindsey Morgan,katherinemartinez@example.net,UNITED ARAB EMIRATES,2023-01-28T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,1,28,example.net,batch_csv
bc84770b-86f9-4dd9-942b-77d3db51f7a9,Eric Wells,samantha15@example.net,ANGUILLA,2023-12-07T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,12,7,example.net,batch_csv
318af904-dfbd-47f6-abf8-cc5889d1301e,David Price,crosswilliam@example.org,GREECE,2022-10-07T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,10,7,example.org,batch_csv
e626e858-5eed-454c-92cc-9af9d2e23434,Brandon Fuentes,jmartin@example.com,BELGIUM,2023-08-04T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,8,4,example.com,batch_csv
cae09d22-cef7-4328-b045-5074efaf6ea2,Heather Jones,kimberlycarr@example.net,LIBERIA,2020-06-09T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,6,9,example.net,batch_csv
79a22876-9032-4ae2-853b-fd5be4f10ea5,Ashley Murphy,douglashinton@example.com,BARBADOS,2021-08-13T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,8,13,example.com,batch_csv
cdce6e9e-20d0-479f-94e4-3e0631024a4a,Heather Turner,vanderson@example.com,BELARUS,2023-08-22T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,8,22,example.com,batch_csv
90d7237d-061f-4a8e-a291-4e232bc73c57,Sean Avila,andreatran@example.com,COSTA RICA,2021-10-17T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,10,17,example.com,batch_csv
85f1cb61-60df-4243-860d-cee5866e3e9e,Leon Willis,margaretturner@example.org,ANDORRA,2023-06-27T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,6,27,example.org,batch_csv
d283c133-9c00-4cc8-9dd6-5c7a178cb872,Hailey Mullen,michelle58@example.net,MALAYSIA,2025-03-24T00:00:00.000Z,2025-06-15T06:57:54.771Z,2025,3,24,example.net,batch_csv
742966f4-9239-4be1-9139-c9ee90908861,Aaron Taylor,adriansantos@example.net,CONGO,2024-12-05T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,12,5,example.net,batch_csv
acc58f5b-0de3-4870-af57-b14518b870de,Nathan Kim,cruzchristopher@example.com,MARTINIQUE,2020-03-25T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,3,25,example.com,batch_csv
513cd889-305c-4e26-b41d-f85029fc578c,Tammy Schwartz,pamelatorres@example.org,MONGOLIA,2021-01-26T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,1,26,example.org,batch_csv
05533145-67db-48c9-bd9e-70807db2072b,Mandy Douglas,abaxter@example.com,IRAN,2020-11-11T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,11,11,example.com,batch_csv
b60e2ef1-73d8-4ad2-8e63-5610560a1ba8,Jose Gibson,aadams@example.org,MOLDOVA,2022-10-18T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,10,18,example.org,batch_csv
d25a8cfa-c0e1-4586-a280-91a345d24268,Karen Fuller,deborahaustin@example.org,MONTSERRAT,2022-12-23T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,12,23,example.org,batch_csv
e1d71529-de27-47e0-bc8a-ce269e55e519,Kevin Maxwell,dmunoz@example.com,ARGENTINA,2025-03-13T00:00:00.000Z,2025-06-15T06:57:54.771Z,2025,3,13,example.com,batch_csv
bd7a656b-699e-4639-b85e-668241212f46,Jenna Kline,ejohnson@example.net,NETHERLANDS ANTILLES,2022-02-28T00:00:00.000Z,2025-06-15T06:57:54.771Z,2022,2,28,example.net,batch_csv
64f757e0-e142-4bdf-9277-1fc45e5a36f2,Melanie Sanchez,chambersmatthew@example.com,CAYMAN ISLANDS,2025-04-28T00:00:00.000Z,2025-06-15T06:57:54.771Z,2025,4,28,example.com,batch_csv
c92606dd-8153-46cf-80ed-d56f86a079db,Theresa Tate,laurashort@example.com,REUNION,2021-07-18T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,7,18,example.com,batch_csv
24f22742-150d-40c6-8018-401e9fd58a19,Andrew Jones,jonessteven@example.com,ARGENTINA,2023-10-10T00:00:00.000Z,2025-06-15T06:57:54.771Z,2023,10,10,example.com,batch_csv
3f3a30dd-fca5-42c6-ae7c-459db4f87146,Natalie Davis,teresa31@example.com,MAURITIUS,2024-01-06T00:00:00.000Z,2025-06-15T06:57:54.771Z,2024,1,6,example.com,batch_csv
60c726a9-20e9-4e15-a059-8c9f488b4064,Anne Garcia,michael69@example.net,CANADA,2020-02-20T00:00:00.000Z,2025-06-15T06:57:54.771Z,2020,2,20,example.net,batch_csv
e075378d-f2fb-4f01-8706-bcd8131ee0de,Daniel Richards,kyle59@example.org,SWAZILAND,2025-05-12T00:00:00.000Z,2025-06-15T06:57:54.771Z,2025,5,12,example.org,batch_csv
e435c347-c570-46ce-9920-61be499f9c3a,Deborah Powell,hernandezdavid@example.net,LIBYAN ARAB JAMAHIRIYA,2021-01-02T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,1,2,example.net,batch_csv
d4e98fdb-6456-4e8f-ad05-a87824003a37,Brandon Bryant,sara04@example.org,PALESTINIAN TERRITORY,2021-02-02T00:00:00.000Z,2025-06-15T06:57:54.771Z,2021,2,2,example.org,batch_csv
